original,replacement,edited
Flotsam Tales,4000000,false
Guide to Dilapidated Homes,2500000,false
Neopias Past,2500000,false
Esophagor Pop-Up Book,3900000,false
Usukicon Y17 Diary,5000000,false
Lupe Digest,2100000,false
Ancient Tales of Shenkuu,2000000,false
Basic Mathematics,3000000,false
Bitten Book,4000000,false
Book Of Peas,2000069,false
Book of Scarabs,2000069,false
Calculus Basics,2000000,false
Chianatomy,2000000,false
Curse of Foul Odour,2000069,false
Curse of Ultimate Malison,2000000,false
Faerie Secrets,2000000,false
Furniture Making,3000000,false
Gallery Of Toast,2000000,false
Growing a Vine Yard,2000000,false
Gruslens Galore,2000000,false
Guide to Brucicles,2000069,false
Halloween Defender,2000000,false
Iron Skeith,2000000,false
Jazan and Nabiles Memory Book,400069,false
Jelly Acara Travels,400069,false
Kau Pastures,2000000,false
Kitchen Quest Cookbook,2000069,false
Krawk Island Myths,2000000,false
Locating Iron,2000000,false
Magical Island Recipes,2000000,false
Making the Finals: Darigan Citadel,3500000,false
Moehog Matching,2000000,false
My Life As A Lenny,2000000,false
Mynci Pop-Up Holiday Card,2000000,false
Nephrites Notes,1800000,false
Noise-Making Practice Manual,400069,false
Ooga Book,2000069,false
Practical Construction Handbook,2000000,false
Rubber Mallard Collecting,2000000,false
Scorchios in the Spring,2000069,false
Snowager Saga,1500000,false
Starting Spells,2000000,false
Surfing with Scorchio,2000069,false
Terror Mountain Tales,2000000,false
The Book of Paper Cuts,3000000,false
The Key to being an Altadorian,2000000,false
The Scroll of Scrolls,2000000,false
Usuki Comic Sampler,2000000,false
Vile Curse of Pestilence,2000000,false
Zafara Lore,2000000,false
Finding Illusen,1900000,false
Moehog Masterpieces,2000000,false
Spell Gone Wrong,2000000,false
The Zombie Chomby,1850000,false
Altador Cup 15 years of Legends and Statistics,1800000,false
Atlas of Neopia,2000000,false
Book of Bones,1800000,false
Care of Koi,1800000,false
Dacardite and the Void: A Study by Dr. Ariel Celandine,1800000,false
Dandy Decimal System,400069,false
Dusty Harmless Looking Scroll,2000000,false
Gormball Heroes Annual,2000000,false
Making Kau Plushies,3000000,false
Star Gazing,2000000,false
The Legendary Sutek Scroll,1800000,false
Tyrannia Travels,400069,false
When Neggs Explode,1800000,false
Youve Been Hexed!,1800000,false
Faerie Imprisonment for Fun and Profit,4000000,false
101 Slushie Recipes,2000000,false
Book of Bruno,2000000,false
Shenkuu Hiking,1600000,false
The Joys of Cooking with Magma,1600000,false
12 Angry Myncies,1500000,false
A Formal interview with the Esophagor,2000000,false
Aerial Shots of Neopia,1500000,false
All About Snow Faeries,1500000,false
Beating Sloth,2000000,false
Decorative Towel Folding,2000069,false
Golden Scamander Scroll,1500000,false
Guide to Light Refraction and Water,1500000,false
Guide to Rare Mechanical Flowers,2000069,false
Meercas In Love,1500000,false
Professor Hugo Fairweathers Guide to Petpetpets,1500000,false
Sunshine in Neopia,2000069,false
The Way of the Draik,1500000,false
Unabridged Dictionary,1800000,false
When Kyrii Predict,2000069,false
A Beginners Guide to Choosing a Seat on the Merry Go Round,1500000,false
Poogle Pages,1400000,false
Quantum Physics,1400000,false
1052 Sakhmetian Tales,1300000,false
Decoding a Coded Decoding Book,1800000,false
Spells that Heal,2000000,false
Cake Recipes for All Occasions,1200000,false
Cybunny Care,2500000,false
Go Home Moehog!,1200000,false
Neopian Heroes,2000000,false
The Eyrie Guard,1200000,false
Zafara Mystery Collection,1800000,false
Mortog Music,2000000,false
A Collection of Wanderer Tales,2000069,false
Cooty Defence Systems,999999,false
If You Give a Ghost a Pancake,1800000,false
Jazzmosis Biography,2000000,false
Lampwyck had a little Lamp,1500000,false
Lenny Cookbook,1900000,false
Origins of the Lost Desert Sphinx,980000,false
Scroll of Hunger,400069,false
Scroll of the Ancients,1500000,false
Space Station Schematics,1500000,false
Stack of Rusty Files,999999,false
Stuck in Space,1800000,false
The Great King Altador,1250000,false
The Snowbunny Burrows Into Spring!,999999,false
When Gummy Dice Attack,2000069,false
10 Things to Do in Sakhmet,999999,false
30 Minutes or its Free,999999,false
All is Well,400069,false
Ehlo Froyo: You Sure You Are Ready For This?,999999,false
How to Read the Lunar Chart,400069,false
Jakes Adventures,995000,false
KouJong Made Easy,1500000,false
Super Secret Guide to the Defenders of Neopia Headquarters,400069,false
Title Omitted,999999,false
Jetsams,999999,false
Joy of Jelly Kaus,750000,false
Captain Meerca,955000,false
Cheat By Capara,400069,false
CMA Forrad and the Impossible Autobiography!,999999,false
Culture and History of Faerieland,690,false
Nova Defender Game Guide,999999,false
The Origin of the Giant Omelette,970000,false
Alphabet Chain Book,965000,false
Altador Cup Scrapbook,999999,false
1001 Predictions for Beginners,400069,false
Cyodrakes Gaze - Users Manual,1700000,false
Treasure Hunting for Pirates,950000,false
Secrets of the Hidden Negg Society,999999,false
A History of Royal Scorchios,2000000,false
Chen-Ras Official Records,995000,false
Lovely Lennys,920000,false
NeoFashion,965000,false
The Underdog Story,999999,false
Usukicon Y9 Guide,400069,false
Dungeon Dash Cheats and Codes,800000,false
Forgotten Tome,900000,false
Lupe Legends,980000,false
Legends of Altador Cup - Autographed Copy,999999,false
My Zafara and Me,990000,false
Fancy Fyora,995000,false
King of the Island,1500000,false
A Chias Choice,885000,false
101 Fruit Salad Recipes,955000,false
101 Leafy Uses,985000,false
Experts Guide to Slushie Slinging Book,870000,false
How to Play the Viola,999999,false
Life Behind the Bow tie,880000,false
Poogles in Camouflage,940000,false
Sticker Collection Book,999900,false
Curious Korbats,825000,false
Slippery Slope: The Negative Effects of Sports Sponsorships,900000,false
Chomby Poems,865000,false
Desert Explorer Kit,990000,false
The Safety Deposit Box Guide,400069,false
101 Thieving Tricks,560,false
History of Neopian Wheels,875000,false
Inside the Mind of Bob,1500000,false
Mummified Scroll,830000,false
Where Neopians Get Their Jelly From,999999,false
How I Saved Krawk Island,600,false
Secret Lenny Book,845000,false
Caring for Eyries,855000,false
Ultimate Space Chronicles Set,1400000,false
Peophin MD,820000,false
Kreludor Mining Corridor Maps,400069,false
Lutari Battle Strategies,750000,false
A Seasonal Pea,1900000,false
Dreams of Neopia Central,999999,false
Mac Attack: Aggressive Words of Affirmation for Every Occasion,999999,false
Winning Strategy Playbook,999999,false
Hidden Tower Secrets,999999,false
Meruth The True Story,999999,false
Gifts for your Enemies,985000,false
Faerie Chombies,990000,false
Taking the Offensive,990000,false
The Spotted Flotsam,400069,false
Tangors Autobiography,785000,false
Abigails Memory Book,890000,false
For the Love of Gormball,999999,false
How to Earn NP the Easy Way,2000000,false
Peophin Power!,995000,false
Alien Aisha Invasion,1200000,false
Bird Watching,965000,false
How to get into the Tomb,680000,false
Bubble Trouble,975000,false
Make the Shot Count,900000,false
The Nox Memoirs,665000,false
Scary Neopian Stories,675000,false
The Yellow Yurble,980000,false
Fruits of Mystery Island,860000,false
Legend Of The Quiggle Runner,695000,false
A Magazine,999999,false
Guide for Stowaways,915000,false
The Perfect Pink Fur,805000,false
Defence For Unis,999999,false
The Grizzly Gruslen,805000,false
Flotsams,610000,false
Luxinias Destroyed Diary,620000,false
The Draik,865000,false
Goodbye Mel,615000,false
Fall Leaves Book,999999,false
Recycled Metal Projects,595000,false
Bruno in Action,935000,false
The Space Ace,495000,false
I Know Why the Caged Weewoo Sings,690000,false
The Popularity Book,560000,false
Behind the Rusted Door: The True Story of the Meepit Oaks Sanitorium,490000,false
Nimmo Faerie Tales,460000,false
Cleaning Technology,690000,false
The Battles of Jeran,990000,false
1001 Roguish Insults,470000,false
The Eyes Have It,985000,false
Avocado Cookbook,590000,false
The Giggling Quiggle,1200000,false
Sling it On!,540000,false
Aurrick: An Incomplete Tale,740000,false
Assembling Chaos Rays,490000,false
The Annals of Insanity,700000,false
The Velveteen Draik,615000,false
The Only Living Petpet on the Boat,600000,false
A book entitled The Founder,800000,false
Damp Cave Feng Shui,490000,false
The Life of a Hot Dog,535000,false
Miniature Altador Cup Story,475000,false
The Pea From Outer Space,480000,false
Scroll of the Warrior,445000,false
Revenge of All Hallows Eve,490000,false
Tale of Woe: The Untold Story - by Reginald (Autographed Copy),460000,false
The Happiest Day,755000,false
Maraquan Pop-Up Book,480000,false
Terrific Tales of Terror,420000,false
Lennies in Space,645000,false
Cenanit Ragamans,490000,false
Leaf Skeleton Album,405000,false
Underground Explorations,999999,false
Gummy Dice and Other Candies You Can Make at Home,735000,false
Kookith Infestation Guide,495000,false
Virtupets Memoirs,480,false
Gardening on Mystery Island,500000,false
Gelert A to Z,640000,false
Taelias Tips,500000,false
A Plague Upon You!,995000,false
Jumping Fences,405000,false
Boarding Your First Ship,395000,false
Faerieland Employment Agency Employee Handbook,410000,false
Toy Box Escape Book,395000,false
Cog Jewellery Making,400069,false
10th Birthday Illusen Birthday Book,840000,false
Mystery Island Dot to Dot,390000,false
Do It Yourself Bobbleheads,440000,false
Kreludan Home Decorating,440000,false
My days with Mumbo Pango,875000,false
Blank Sorcerers Scroll,405000,false
Proof of Jelly Worlds Existence,305000,false
The Lonely JubJub,400000,false
Buzz Acrobatic Stunts,999999,false
Harmful Faerie Artefacts,335000,false
Potato Power: How A Potato Battery Can Light Up A Room,999999,false
Chalk Board Math Book,285000,false
Potions of Brightvale,410000,false
AC Pendant Rule Book,350000,false
Famous Draiks,420000,false
Mali River of Meridell,905000,false
Pandaphants,515000,false
Cooking With Your Wock(y),775000,false
Diary of a Forgotten Neopian,330000,false
DJ Sally: Its a plunderful life for me!,700000,false
Jump Into the Future,650000,false
Jeran the Lupe,228000,false
Long Neck Lucy,320000,false
Famous Chias,765000,false
Unwanted Grey,425000,false
Decorating With Sand - Winter Quarterly,295000,false
Jar of Archived Books,300000,false
Protecting Meridell Castle,295000,false
A Fans Guide to the Altador Cup,355000,false
Origami Poogle Pop Up Book,365000,false
The Secret Altadorian Spring,500000,false
Forbidden Pteri Tales,285000,false
Uni Myths,595000,false
AAA Tells You How Its Done,285000,false
Armins Guide to Caves,3575,false
I Love Games,255000,false
Mystical Tablet Instruction Manual,375000,false
Ancient Alien Aisha Weaponry,290000,false
Purple Lupe Photo Album,275000,false
The Future of Fire,665000,false
Uni Cycles,270000,false
Wise Quotations,270000,false
10th Birthday Book,1400000,false
A Binary Life: The Coconut that Bootstrapped Itself,400069,false
Draiks Guide to Dragons,5100,false
Usul Investigations,415000,false
Draik Tales,400069,false
Famous Sand Collections,230000,false
The Dark Peophin,255000,false
Grundo Tales,620000,false
Negg Crafts Volume II,305000,false
22 Reasons to Celebrate,241000,false
Krawk Island Altador Cup Media Book,245000,false
How to Make a Bonfire,400069,false
My Life as Queen,800000,false
Two Sides of a Story,249000,false
Dingo Days: The True Lives of Languorous Chill-dudes,400069,false
Altador From Above,380000,false
The Taste of Tears,223000,false
Kikocats Neopian Adventure,400069,false
Crystal Tablet,245000,false
How to Frost Cookies,465000,false
Shenkuu Altador Cup Media Book,905000,false
A Grarrls Growl,180000,false
Spotting Seaweed,250000,false
The Legend of Scordrax,400069,false
Brain Freeze - The Story of Too Much Ice Cream,275000,false
Conquer the Dark,695000,false
Hand-crafted Wool Paper,400069,false
Ylanas Summer Adventure Tales,820000,false
Shenkuu Floral Arrangement,930000,false
Algebra,310000,false
Green Thumb Guide,300000,false
Darigan Citadel Altador Cup Media Book,385000,false
An Eyrie Evening,315000,false
Altador Cup Almanac,230000,false
The Chemical Properties of Sand,175000,false
Negg Trivia,265000,false
Cloud Mining: A Guide,199000,false
Negg Power - Delicious Alternative Energy,400069,false
Sophies Cookbook,210000,false
Yooyu Felt Book,150000,false
The Negg Strategy,260000,false
Tablet of Jazan,202000,false
The Joy of Burnt Desert Food,234000,false
Neovian Genealogy,208000,false
How to Win Fans,246000,false
Parachuting for Polarchucks,239000,false
Untold Adventures of The Space Faerie Book,495000,false
Chasing Tombs: A Story,186000,false
Neggative Times,200000,false
Easy Decor in Low Gravity Situations,190000,false
Ruki Population Survey Vol. 5,585000,false
Tissue Dispenser Book,235000,false
The Goalie,290000,false
History of the Sakhmet Dynasty Vol. 3,201000,false
The Ultimate Guide to Placing Garden Gnomes,240000,false
Steam Engineering,112000,false
Daily Dare Through the Years,181000,false
Kacheek Magic,196000,false
Collecting Letters,400069,false
The Hot Scorchio Cook Book,164000,false
A Tale of Two Lupes,160000,false
Desert Petpets: A Cautionary Tale,345000,false
Brightvale Altador Cup Media Book,200000,false
Illusens Journey,180000,false
100 Tricks to Appear Smart in Meetings,150000,false
Desert Survival Skills for the Dim-Witted,285000,false
Beware of the Gnomes,800,false
Thievery 101,1450,false
Cross-Realm Communication,169000,false
300m Peanut Dash Guide Book,350000,false
Abominable Snowball Fights,700000,false
Glowing Book,142000,false
Jazan and Razul Showdown: The Entire Story,248000,false
2nd Annual Neopies Awards Commemorative Program,400069,false
Baby JubJub Cloth Book,255000,false
What to Do with Old Cards,158000,false
How To Archive Mail,244000,false
Miss Rainbow: From Rags to Rainbows,400069,false
Shadow Usul Stories,280000,false
Edible Desert Foliage Vol. 9,400069,false
Fun Activities for Bored Siblings,201000,false
My Days in the Infirmary - A Jetsams Account,133000,false
Meowclops Dietary Guidelines,142000,false
Book of Awesome,125000,false
Neggs Through the Seasons,195000,false
Last Years Negg,129000,false
Little Timmys Story,122000,false
Optimal Care for Chariot Alabrisses,240000,false
Vision Interpretation 101,122000,false
Masks of Mystery Island,169000,false
Biological Encyclopedia of 14 Basic Neopian Algaes Vol. 12,295000,false
How to Creatively Stop Kitchen Fires,68500,false
Roller Coaster Design,122000,false
100 Jelly Recipes,400069,false
First Aid for Deep Wounds,127000,false
Building Igloos with Taelia,117000,false
Royal Proclamations of Coltzan Vol. 13,400069,false
Secrets of Goparokko,94000,false
The Biggest Mistakes of my Life,119000,false
How to Avoid Bloating: Snowmunchers Guide,148000,false
Poetry Balloon,93000,false
Desert Tent Zoning Regulations,142000,false
Meteorite Craft Book,185000,false
Mystery Island Altador Cup Media Book,177000,false
Anubis Toxicology Reports (Abridged),124000,false
Evil Transmogrification Potions,168000,false
Illusens Illusion,120000,false
Second Annual Neopies - Whos Who,175000,false
Lost Desert Altador Cup Media Book,118000,false
The Great Chomby Caper,340000,false
The Kou-Jong Strategy,400069,false
Big Foot the JubJub,110000,false
Handmade Yooyu Book,400069,false
Gluten-Free Potion Composites Cookbook,184000,false
Broken Ancient Music Tablet,70000,false
Cooking With Peas,400069,false
Sand Cuisine for Elephantes,147000,false
The Cooty Avenger,98500,false
Winged Wars,109000,false
History of the Altador Cup Book (Limited Edition),169000,false
The Symol Scientist,400069,false
All About the Neggery,150000,false
How to Survive,124000,false
Puzzles of Space,109000,false
The Inside Secret,145000,false
Legacy of the Skarl Royal Crown,130000,false
All About Food,95000,false
Cloud Racer Mechanic,93500,false
Dream Journal,94000,false
The Guide to Neggspotting,182000,false
The Handy Guide to Neopian Domination,29400,false
The Great Negg Hunt,400069,false
Giant Book of Crosswords,104000,false
Neggtastic Recipes,99000,false
The Final Sunset,520000,false
Kiko - Fu,100000,false
Kiko Lake Altador Cup Media Book,99000,false
The Sneaky Schnelly,105000,false
Blumaroo Guide To Dancing,95000,false
Notable Neggs,160000,false
Toast Tasting,300000,false
Mynci Defender Book,250000,false
Journeying Near Haunted Houses,96500,false
Nutty The Turdle,92500,false
Big Book of Facts,227000,false
Friends Forever,92000,false
How to Handle Peer Pressure,85500,false
Sightseeing on the Virtupets Space Station,139000,false
Wondrous Book of Gems,92000,false
Fall Destinations,88000,false
Magma Pool Miracle,84500,false
Haunted Woods Altador Cup Media Book,86500,false
Neopian Encyclopedia P - T,100000,false
Scorchio Defence,102000,false
Mounted Certificate of Mastery,66500,false
Around the World in 10 Games,89000,false
Neopets and Dungeons,82000,false
Scarab Tablet,82500,false
Pirates vs. Ninjas: The Novel,84000,false
The Long Winter: An Epic,86000,false
The Ultimate Sticker Book,94500,false
101 Candy Cane Recipes,62000,false
How to Draw for Programmers,85000,false
Sculpting with Molten Rock,88000,false
Terror Mountain Altador Cup Media Book,99500,false
The Coffee Cave - Coffee Table Menu,83000,false
The Day Defence Was Lost,89000,false
The Giant Omelette: Myths and Folktales,110000,false
Cybunny Financing,85500,false
Faerieland Clouds,100000,false
JubJub Manual,90000,false
Catalogue of Secret Paintbrushes,76000,false
In the Dark,96500,false
Spooky Food Eating Contest: The True Story,89000,false
How to Serve Meepits,77500,false
Kiko Care,85000,false
The Frankincense Candle Book,84000,false
We dont need stinkin apostrophes!,86500,false
Who Do You Choose to Be?,99500,false
Writers Tips,89000,false
Train Koi,88000,false
Book of Heroes Reprint,71000,false
Bumper Cars Guide Book,84500,false
Neopian Autumns,75000,false
The First Decade,82500,false
Wocky Magic,73000,false
Baby Bundle Fairytales,104000,false
Dreaming of a Floating Christmas,66000,false
Feepit Pop-Up Book,86000,false
JubJub Journal,84500,false
The Spectre Legacy,77000,false
The Story of the Acara Acrobat,60500,false
Congratulatory Book,74500,false
Fancy Restaurant Menu,80000,false
Mounted Certificate of Grand Mastery,72000,false
Staying Focused,101000,false
Worst. Poetry. Ever.,88000,false
Tangram Book,99500,false
Awkward Social Functions and YOU!,71500,false
Book of Usuki Pumpkin Carving,400069,false
Cobrall Charming 101,400069,false
Infamous Xweetok Guide,81500,false
Kaus Guide to Better Grazing,70000,false
Mop and Chop,78500,false
The Art of Yooyuball,90000,false
The Great Chomby,86000,false
A Day in the Life of the Bank Manager,83500,false
Altador Traffic Guide,73500,false
Puzzling Actions: A Story of Action Puzzle Games,119000,false
101 Beverage Recipes,400069,false
Im Too Full! The Dieter Story,83500,false
No Longer Stranded in the Desert,80000,false
The Wraith Transformation,100000,false
When Your Meercas Hurt,78000,false
Last Years Resolutions,400069,false
Techos Guide for Altador Cup Fanatics,86500,false
Dance Away,79000,false
Guide to Wild Petpets,81000,false
Shootout Showdown: Getting Past the Goalie,76500,false
All You Need to Know About Your JubJub,78000,false
Casual Class Warfare,85000,false
Faerie Usukis,74500,false
Grannys Cottage Picture Book for Grown Ups,76000,false
JubJubs Day,86000,false
Koi Owners Manual,78000,false
Nimmos Pond Guide Book,74500,false
Red Carpet Dos & Donts,74500,false
The Book of Ice Magic,72000,false
The Korbat Researcher,71500,false
Thieving Guide for Coleopterans,68000,false
Calendar Scroll,94000,false
Healing Koi,92500,false
Get Organised Stay Organised,60000,false
Dieters Diary,72000,false
How to be a Cheat! Champion,63500,false
How To Avoid Poisonous Mushrooms.,96500,false
Famous Aisha Magicians,75000,false
Glory Years,71500,false
How to Build a Snowball,150000,false
Radio Active Pteri Part 1,77000,false
Space Exploration Guide,79500,false
The Babysitting Nightmare,63500,false
Users Guide to Underwater Pools,68000,false
Adventurer Samantha,70500,false
Bound Magic Book,59000,false
Brain & Brawn - Working Together,59000,false
How to Maths,74000,false
Neopian Encyclopedia F - J,92000,false
Edible Guide to Jelly World,63500,false
How to Deal with Strange Looks,68000,false
Magical Cake - A Recipe,61000,false
Mastering Disguises,60500,false
Myths and Legends of Alien Aishas,64500,false
Angelic Usukis,70000,false
Keep the Cookie Jar Full!,63500,false
Scaredy Acara,90500,false
Types of Locks,77000,false
Commemorative Program,400069,false
Feed Koi,67500,false
JubJub Day Ideas,62000,false
Keeping Peophin,64000,false
National Neopian Log,82500,false
How to Line a Tunnel with Spikes,121000,false
The Art Of Cybunnies,80500,false
Galloping into a New Year,1500,false
The Angry Chomby,67500,false
Now You Can Fry Anything,400069,false
Origins of Borovan Day,80000,false
The Lazy Pink Faellie,8000,false
Its Aisha Time,55000,false
The Happy Blumaroo,73000,false
Card Magic 101,60000,false
The Chomby Champion,65000,false
Acara Algebra,75000,false
Nomi the Grey Faerie,57000,false
Snow Shoveling Guide,63000,false
Best Woods for Chopping,68500,false
Zargrolds Guide to Being COOL,54500,false
How the Kiko Got Its Bandage and Other Stories,58500,false
Light Faerie Spells,40000,false
Guide to Catching Spooky Furniture,250000,false
Apple Bobbing Barts Journal,49000,false
Legend of the Alabriss,71000,false
Meridell Altador Cup Media Book,61000,false
The 12th Chime,80000,false
The Story of the Egg,65500,false
How Not to Topple,57500,false
How to make Origami Creatures,96000,false
Feeding Lupes,44000,false
Finding Cyodrakes Gaze,49500,false
The Mysterious Case of the Merchandise Hunt Neggs,39000,false
Webs of Death,15900,false
Advert Attack Guide Book,51000,false
Hatching a Bruce Egg,44400,false
Noodles for ALL,70500,false
The Story of the Ghoul Catchers,45800,false
Altador Altador Cup Media Book,60000,false
Dont Call Me Cute,60000,false
Odd Negg Out,55000,false
The Festival of Neggs Cybunny,67500,false
Advanced Poetry,90500,false
All About Grey Faeries,47400,false
Modern Spells,71500,false
Negg Trading,53500,false
The Negg Collection,98500,false
Mechanical Winners - A Virtupets Story,49000,false
Raising Young Kau,57000,false
Tooth Faerie Cupcake Recipe,63000,false
When to have Goals Early,62500,false
Faerie Cloud Racing,58000,false
A Beginners Guide to Mixing Transmogrification Potions,400069,false
The Queens Diary,81500,false
Your Coal is Now Diamonds,50500,false
Lost in the Dark,99500,false
Neopian Times Issue 1000,3000,false
Fyoras Pumpkin Recipes,221000,false
The Best of Neopian Ice,88500,false
Steam Containment Manual,29900,false
Cybunny Secrets,60000,false
Pocket Battlepedia,49600,false
Pteri Poetry,59000,false
Fearless Finnigans Guide to Haunted Eateries,58000,false
Guide to Snot Sculptures,76000,false
The Midnight Moehog,46000,false
4 Billion Pie Recipes,45500,false
Altadorian Archives Book,44900,false
Dark Faerie Scroll,39700,false
Drawing Kiko,77000,false
Managing Irrational Fears,69000,false
Neopian Sunrises,30000,false
Skeith Tails,82000,false
Sunny Faerie Days,45000,false
Less is More,57500,false
Zarex Diary,7750,false
Finding the Best Ugly Sweater,18500,false
How to Draw Guide,41700,false
Tales of the Desert Draik,49200,false
Book of Pretentious Quotes,63000,false
Heists that Jump,47200,false
The Legendary Sport of Yooyuball,49600,false
Usul Health,76500,false
How To Be Wise Like Me,50500,false
Negg Crafts,49000,false
Neopian Encyclopedia U - Z,51000,false
Chokato-Free New Year,42300,false
Out of Cash - The Tombola Story,45200,false
Armour Catalogue Tablet,41800,false
Experiment Notes: Hour 1,41100,false
Unleashed - The Great Lupe Escape,70000,false
Zap the Robot Aisha,84500,false
Do The Moon Bounce,10800,false
Quiguki Mermaid Tales,65500,false
The Art of Avoiding Mines,49000,false
The Kings Decree,40000,false
Uni Care,50000,false
Grundo Cafe Recipes,51000,false
Altador Cup Rule Book,49900,false
On Tour with Chomby and the Fungus Balls,44700,false
Secret Bruce Journal,54000,false
Wings of a Ghost,37300,false
Im Not A Gift! A Christmas Kookiths Tale,17400,false
Sculpting Food Holiday Edition,43800,false
Zenor Kevix: A Biography,80000,false
Intermediate Curses,60000,false
Dual Duels Part Deux,46600,false
Tourists Guide to Altador During the Cup,62000,false
Made of Stars,16800,false
Talk Like A Pirate,61000,false
Walking Book,62500,false
Chocolate Chia Cookbook,52000,false
How to Roast Chestnuts,40000,false
Jhudora and Illusen - The Untold Story,187000,false
Double Tuskaninny Tales,90000,false
Zafara Art,44700,false
Snowstorms in Terror Mountain,21500,false
Harris Tales,53000,false
Ancient Negg Scrolls,68000,false
Tablet of The Mummy,48500,false
The Importance of Being Punctual,35800,false
Steam of Life,8200,false
The Complete History of Wockies,44000,false
Dr_Deaths Biography,3775,false
How to be a Sports Commentator,41700,false
Neggheads of Brightvale,400069,false
Tropical Holiday Carols,31600,false
Neopian Calendar Stories,41600,false
Waiting for Midnight,197000,false
Fountain Faerie Quest How To Guide,18900,false
Crypt Days,44000,false
One Hundred Years of Slorgitude,48800,false
Patter Feet,48300,false
Altador Cup Cookbook,43000,false
The Job Seekers Manual,40800,false
Roo Island Altador Cup Media Book,60000,false
Moehug Visits Altador,55500,false
1002 Spells For You,36100,false
Basic Potion Brewing,40000,false
Flying Without Wings - A Warriors Tale,27300,false
How to Prevent Your Neggs from Getting Stolen,35000,false
Legendary Skeiths,45000,false
Mounted Certificate,26400,false
Mynci Book of World Records,45200,false
Situational Gravity Pranks,62500,false
The Ultimate Field Guide to Neopets,35900,false
Dreaming of Candy,18900,false
How to Entertain the Undead,26800,false
King Skarl the I,40000,false
Aisha Secrets,45400,false
Unlucky Holidays,39800,false
Exquisite Book of Nature,43500,false
Chia Ghost Stories,38200,false
101 Uses for Ice,47000,false
The Plushie Skeith,32000,false
Rare and Retired Items,46000,false
The Galaxy Book,34700,false
Baby Blumaroos,36700,false
Big Book of Miracle Curatives,30400,false
Neopian Statistics,25700,false
Banana Wars,54000,false
Discover Dacardia,38500,false
Faerie Kau Handbook,33500,false
Book of Tangram Puzzles,32900,false
Conquering Heights,39300,false
Mummified Ruki History,22700,false
