original,replacement,edited
Flatfruit Tuskaninny Ice Cream,10000,False
Grey Ice Cream Cookie,10000,False
Pluburb Pie,10000,False
Turkey and Cranberry Pizza,10000,False
Faeriemoya,10000,False
Kiko Paw Cake,10000,False
Strawberry Kiko Taffy,10000,False
Anchovies,100000,False
Purple Negg,100000,False
Watermelon Roll,100000,False
Thorn on the Cob,100000,False
Plaid Negg,1000000,False
Snorkle Stuffed Burrito,1000000,False
Silver Knight Negg,1000000,False
Acara Ice Cream Surprise,1000000,False
Green Draik Egg,1000000,False
Peachpa Easter Negg,1000000,False
Basic Power Negg,1000000,False
Pink Toadstool,1000000,False
Chocolate Coated Cheese,1000000,False
Capn Threelegs Halloween Negg,1000000,False
Magical Asparagus Chia Pop,1000000,False
Rare Cyber Negg,1000000,False
Draik Sugar Skull,1000000,False
Ice Draik Egg,10000000,False
Usuki Green Salad,10050,False
Molten Melt,1010,False
Sketch Roast Chicken,1010,False
Snailcorn Parfait,1010,False
Chocolate Scorchio Meringue,1010,False
Aisha Hot Chocolate,1010,False
Strawberry Koi Waffles,1010,False
Blue 8 Neopets 8th Birthday Cake,1010,False
Sponge Korbat Ears,1010,False
Snow Grapes,1010,False
Grilled Doughnutfruit,1010,False
Pluburb,1010,False
Large Apple Beet Smoothie,1010,False
Deluxe Snowflake Cake,1010,False
Mint Chocolate Pteri,1010,False
Strawberry Hissinamon Roll,1010,False
Regular Bacon Eggs and Toast Smoothie,1010,False
Candy Negg Assortment,1010,False
Rhubarb Casserole,1010,False
Galactic Water,10100,False
Fishy Nibbles,10100,False
Big Beefy Cheese,10100,False
2/3 Mixed Pizza,10100,False
Chocolate Covered Toffee,10100,False
Depressed Potato,10100,False
1/3 White Pizza,10100,False
Clam Chowder Ice Lolly,10100,False
Ham and Turkey Feast,10100,False
Uni Corn,10100,False
Munuberry Fruit Pudding,10100,False
Minaes Minis Cereal,101000,False
Cheesy Mynci Beach Volleyball Crackers,1015,False
Forest Fruit Baby Food,102,False
Mini Egg Taco,102,False
Faellie Peppermint Candy,102,False
Fresh Skeem Fruit Salad,102,False
Tropical Fruit Smoothie,1020,False
Snowy Rack of Ribs,1020,False
Blobbule,1020,False
Stained Glass Holiday Cookie,1020,False
Peophin Pie,1020,False
Chip Butty Pizza,1020,False
Orange Quiggle Pop,1020,False
Flaming Hot Meat Taco,1020,False
Chocolate Walking Carpet,1020,False
Starberry Satay,1020,False
Pear Lollypop,1020,False
Cheese Bowl,1020,False
Grobleen Fruit Punch,1020,False
Gargarox Special Lunch Dish,1020,False
Orange Gummy Kiko,1020,False
Sparkling Flatfruit Juice,1020,False
Grape Sugared Slorg,1020,False
Steamed Round Dumplings,1020,False
White Kiko Chocolates,1020,False
Ruki Lime Cake,1020,False
Ghost Pizza Slice,1020,False
Eyrie Plumberripop,1020,False
Illusen Day Jelly,1020,False
Bowl of Wocky Day Soup,1020,False
Shenkuu Faerie Cookie Sandwich,1020,False
Strawberries and Cream Lenny Cookie,1020,False
Green Apple Slushie,1020,False
Chicken Leg Cracker,1020,False
Yam-Lime Pizza,1020,False
AAA Meatloaf,1020,False
Pea and Ham Baby Food,1020,False
Brick Cheese,1020,False
Galactic Protein Shake,10200,False
Fancy Altadorian Mustard,10200,False
Neocola Bottles,10200,False
Honey Bearog,10200,False
Sparkling Ice Lolly,10200,False
Edible Tar Pizza,10200,False
Jelly Corn,10200,False
Space Quesadilla,10200,False
White Pizza Slice,10200,False
Chilled Borovan with Frozen Asparagus,10200,False
Grape and Lime Rock Slices,10200,False
Pink Spooky Popcorn,102000,False
Fried Negg Sandwich,102000,False
Shishkafruit Fritters,103,False
Blueberry Fish Pop,103,False
Faerie Dumplings,1030,False
Bat Cookie,1030,False
Blueberry Lupe Hard Candy,1030,False
Strawberry Poogle Cupcake,1030,False
Black Cherry Pastry Wrap,1030,False
Gummy Bow,1030,False
Chokato Pudding,1030,False
Pant Devil Sandwich,1030,False
Illusen Biscotti,1030,False
Assorted Neodrops,1030,False
Dark Nova Sponge Cake,1030,False
Maple Koi Waffles,1030,False
Balloon-Shaped Candy Drops,1030,False
Chips and Curry Sauce,1030,False
Jumbleberry Slushie,1030,False
Slice of Office Cake,1030,False
Organic String Cheese,1030,False
Green Doughnut,1030,False
Blechy Gummies,1030,False
Chokato Parfait,1030,False
Jelly Bean Pizza Slice,10300,False
Pipper,10300,False
Squibble Berry Tonu Cupcake,10300,False
Hash Browns,10300,False
Sloth Cone,10300,False
Sloth Pudding Cup,10300,False
Cube-Shaped Cherry,10300,False
Super Frosty Ice Shake,10300,False
2/3 Coral Pizza,10300,False
Giant Shish Kabob,10300,False
Grobleen Sandwich,10300,False
1/3 Lemon Swirl Usul Cake,10300,False
Meaty Treat Pasty,10300,False
Plum Chia Wings,104,False
Potato Snack,104,False
Bacon and Eggs Ice Cream,104,False
Voidberry Faerie Bubble,1040,False
Raspberry Swirl Grarrl Cookie,1040,False
Brain Kebab,1040,False
Holiday Haunted Woods Cookies,1040,False
Cinnamon Swirl,1040,False
Cherry Shaved Ice,1040,False
Small Bomberry Pie,1040,False
Jelly Asparagus,1040,False
Thornberry Noodle Soup,1040,False
Ink Pasta,1040,False
Petrified Apple,1040,False
Illusen Day Burger,1040,False
Striped Orange Bonbon,1040,False
Gooseberry Tuskaninny Ice Cream,1040,False
Icy Onigiri,1040,False
Creamy Carrot Trifle,1040,False
Cup of Water,1040,False
Neocola Hard Candies,1040,False
Sutek Jelly Candies,1040,False
Croquette Sandwich,1040,False
Baby Carrots,1040,False
Berry Usuki Gum,1040,False
Fish and Rhubarb Burgers,1040,False
Lime Nimmo Bites,1040,False
Nimmo Rice Ball,1040,False
Checkered Steak,1040,False
Twirly Fruit Fizzy Gravel,1040,False
Strawberry Moehog Cookie,1040,False
Office Catering,1040,False
Cheese and Onion Baked Apple,1040,False
Shadow Usul Lunch Box,1040,False
Guava Roll,1040,False
Clown Chia Zeenana Ice Cream,1040,False
Rainbow Doughnutfruit Lolly,1040,False
Carnapepper Soup,1040,False
Peach Galette,1040,False
Grape Juice Sippy Cup,10400,False
Seaweed Omelette,10400,False
Extra Meaty Sausage Roll,10400,False
Edible Argyle Socks,10400,False
Coconut Macaroons,10400,False
Swirly Chocolate Hissi,10400,False
White Chocolate Muffin,10400,False
Moussaka,10400,False
Strawberry Koi Cupcake,10400,False
Pine Needle Ice Lolly,10400,False
Blumaroo Tail Salad Extravaganza,10400,False
Mystery Trail Mix,10400,False
Blue Acara Cake,10400,False
Spyven Leg Soup,10400,False
Almond Kougraclaw,10400,False
Lava Chilaquiles,10400,False
Steamed Ectoplasm,10400,False
Crystal Cookies,10400,False
Fancy Rack of Lamb,10400,False
5/6 Chilli Cheese Pizza,10400,False
Strawberry Ruki Biscuit,10400,False
Destruct-O Chocolate Squares,10400,False
Hot Meal,1045,False
Pizapple Surprise,10450,False
2/3 Hot Tyrannian Pepper Omelette,105,False
Very Rotten Tomato,105,False
Chilli Prawn Juice,105,False
Tobbie Fruit,105,False
Meepit Cookies,1050,False
Starfish Cake,1050,False
Taelia Pizza Slice,1050,False
Cranberry Scone,1050,False
Thornberry Kougraclaw,1050,False
Candy Floss Chia Pop,1050,False
Yummy Cloud Pizza Slice,1050,False
Shark Sandwich,1050,False
Peppermint Cheese,1050,False
Grilled Chokato on Toast,1050,False
Asparagus Gateaux,1050,False
Plain Cheesicle,1050,False
Rainbow Flotsam Lollypop,1050,False
Burger Stuffed Orange,1050,False
Plain Negg Neggnog,1050,False
Organic Tomato,1050,False
Inkade,1050,False
Lost City Lanes Wrapped Chocolate Pin,1050,False
Yummy Gummy Chews,1050,False
Petpet Mints,1050,False
Nutritional Block,1050,False
Kau Kau Farm Cheese Wedge,1050,False
Kacheek Vanilla Pudding,1050,False
Chocolate Ghostkersword,10500,False
Banana Kite Bread,10500,False
Brightvale Berry Pudding,10500,False
Strawnella Shake,10500,False
Walking Carpet Lolly,10500,False
Asparagus Wrap,10500,False
Spyder Muffins,10500,False
Butter with Roll,10500,False
Buzz Dung Cone,10500,False
Flowers and Coffee,10500,False
Root Beer Barrels,10500,False
Harffel Fruit Oatmeal,10500,False
Vanilla Gelert Cookie,10500,False
Sliced Tofu,10500,False
Korbat Sugar Skull,10500,False
Skeith Ice Cream Cake,10500,False
Honey and Bacon Burger,1050000,False
Magical Pineapple Chia Pop,1050000,False
Ergy Broccoli,10550,False
Lemon Meringue Baby Food,106,False
Illusen Mints,106,False
Fruit and Vegetable Hand Roll,106,False
Farn Plant,1060,False
Candy Keyring,1060,False
Ice Licorice,1060,False
Chocolate Gelert Heads,1060,False
Red Kiko Snow Cone,1060,False
Banana Bori Cupcake,1060,False
Jar Of Flies,1060,False
Orange Rambus Pudding,1060,False
Screlon Gormball Sandwich,1060,False
Krawk Ice Cream Sandwich,1060,False
Cocorot,1060,False
Grey Ice Cream,1060,False
Rainbow Fountain Burger,1060,False
Tooth Faerie Muffin,1060,False
Moon Sandwich,1060,False
Lime Sorbet,1060,False
Lemon Nimmo Cake,1060,False
Marrow and Rice Sundae,1060,False
Pomegranate Bread,1060,False
Undead Carrot,1060,False
Starry Gelert Pie,1060,False
Cup of Wocky Day Soup,1060,False
Veggie Nimmo Bento,1060,False
Spoogentberry Ixi Hoofprint Cookie,1060,False
Yooyuball Pizza,1060,False
Lemon Sweetie,1060,False
Maraquan Pillar Cake,1060,False
Y9 Layer Birthday Cake,1060,False
Orange Gummy Scorchio,1060,False
Plate of Smores,1060,False
Flaming Hot Chips,1060,False
Licorice Zafara Tail,1060,False
Oozing Negg Buns,1060,False
Checkered Cake,1060,False
Sea Pineapple,10600,False
Chocolate Swirl Nova,10600,False
Leafy Noodle Soup,10600,False
Purple Carrot,10600,False
Festive Faerie Fizz,10600,False
1/2 Lemon Swirl Usul Cake,10600,False
Strawberry Achyfi Lollypop,10600,False
Twice-Baked Spiked Potato,10600,False
Continuous Meat,10600,False
Charcoal Jelly Beans,10600,False
Chokato Neggnog,106000,False
Pink Fyora Gingerbread Castle,106000,False
Gobstopper Sweet Assortment,1065,False
5/6 Steak and Egg Pizza,10650,False
Lice Rice,107,False
Bag of Peas,1070,False
Blackberry Gateau,1070,False
Faerie Artichoke,1070,False
Ghostkerchief Island Cake,1070,False
Jelly Peapod,1070,False
Potato Wedges,1070,False
Blueberry Krawkade,1070,False
Suspiciously Unwrapped Candy,1070,False
Last Blast Chocolate Sandwich Cookie,1070,False
Elephante Chicken Nuggets,1070,False
Organic Mushroom,1070,False
Milk Chocolate Lenny,1070,False
Milk Chocolate Ogrin,1070,False
Zafara Orange Juice,1070,False
Pineapple Blumaroo Gummy Die,1070,False
Dried Carrot Slices,1070,False
Juicy Warterberry,1070,False
White Chocolate Hollow Kacheek,1070,False
Blueberry Roll,1070,False
Delicate Faerie Nachos,1070,False
Pumpkin Gut Cookies,1070,False
Sugar Coated Apple Fritters,1070,False
Fluffy Faerie Hot Cakes,10700,False
Whole White Pizza,10700,False
Chocolate Chia Cupcake,10700,False
Yooyu Noodles,10700,False
Agueena Smoothie,10700,False
Savoury Sausage Roll,10700,False
Orange Chocolate Scorchio,10700,False
Cyodrakes Gaze Cookie,10700,False
Festival Negg,107000,False
Snowflake Candy,1075,False
Meaty Cheese,1075,False
Lunar Grunpop,10750,False
Gummy Snowagers,108,False
Spider Licorice,108,False
Black Currant Omelette,108,False
Orange Gummy Korbat Tail,108,False
Shell Burger,1080,False
Smoothie Shop Chocolate Charm,1080,False
Chomby Chips,1080,False
Vanilla Elephante Sundae,1080,False
Faerie Wing Cookies,1080,False
Speckled Candy Floss,1080,False
Felly Jelly Red Candy,1080,False
Mint Chocolate Nimmo,1080,False
Blackened Apple,1080,False
1/3 Garden Fresh Pizza,1080,False
Starry Taco,1080,False
Cookie Dough Usul Cake,1080,False
Chocolate Drum Cake,1080,False
Tropical Noodle Surprise,1080,False
Acara Cheese Panini,1080,False
Snow Apple,1080,False
Space Faerie Breath Mints,1080,False
Cheesy Croissant,1080,False
Light Faerie Cupcake,1080,False
Mega Orange Carrot Smoothie,1080,False
Large Wild Chocomato Smoothie,1080,False
Chocolate Zeenana Pteri Eggs,1080,False
Chocolate Hissi Cupcake,1080,False
5/6 Strawberry Cream Pizza,10800,False
Gruish Melon,10800,False
Fried Altadorian Cheese Plate,10800,False
Deluxe Strawberry Usul Cake,10800,False
Intesteen Casserole,10800,False
Water Faerie Cupcake,10800,False
Pink Lemonade Gummy Peophin,10800,False
Gelert Cupcake,10800,False
Peas and Corn Pizza Slice,10800,False
Purplum Pie,10800,False
Pickled Onion,10800,False
Minimalist Cake,10800,False
Cherry Aisha Cookie,10800,False
2/3 Strawberry Cream Pizza,10800,False
Chocolate King Skarl,10800,False
Meerca Sushi,10800,False
Bubbly Roseatte Juice,10800,False
Strawberry Doughnutfruit,10800,False
Strawberry Lupe Treat,10800,False
Moehog Surprise,10800,False
2/3 Spaghetti and Meatballs Pizza,10800,False
Grey Waffles,108000,False
Lemon Swirly Negg,108000,False
Chocolate Blossom,108000,False
Recycled Candy Corn,109,False
Spotted Chocolate Jetsam Sandwich,1090,False
Apple Tart,1090,False
Bubbling Bori Beverage,1090,False
Ice Loaf,1090,False
Purple Doughnut,1090,False
Purple Pasta,1090,False
Mushroom and Herb Salad,1090,False
Plague Infested Jellybeans,1090,False
Jelly Pecan,1090,False
White Chocolate Techo Cookie,1090,False
Cinnamon Granola Bar,1090,False
Milk Chocolate Aisha,1090,False
Peophin Berry Bread,1090,False
Mutant Doughnut,10900,False
Tetraberry Tonu Cupcake,10900,False
Cheese Momo,10900,False
Lenny Fruit Tiramisu,10900,False
Grundo Space Grub Platter,10900,False
Cashew Brittle,10900,False
2/3 Turkey and Cranberry Pizza,10900,False
Acara Bran Muffin,10900,False
Strawberry Shimmer Cake,10900,False
Halloween Candy Necklace,1095,False
Large Grundo Toe With Lint Side Order,11,False
Lint Jelly,11,False
Chilli Stir Fry,11,False
Chocolate Covered Burger,11,False
Lime Jelly,11,False
Melowhirl,11,False
Reptillian Arm,11,False
Oppressor Onions,11,False
Rotten Tomato Salad,11,False
Grilled Stuffed Tofu,11,False
Phtlygon Wing,11,False
Altadorian Bread,11,False
Cinnamon Tuna and Guacamole,11,False
Pirate Hat Toffees,11,False
Spooky Gooplecream,11,False
Frozen Dinner,11,False
Vanilla Gnorbu Biscuit,11,False
White Chocolate Korbat,110,False
Altador Red Krawkade,1100,False
Milk Chocolate Jetsam,1100,False
Yellow Gummy Meerca,1100,False
Illusens Holiday Cream Cookie,1100,False
Chilli Chia Hot Sauce,1100,False
Orange Gnorbu Cake,1100,False
Extra Sour Seedless Skeem Jam,1100,False
Celestial Salad,1100,False
Cocojuice Cupcake,1100,False
Apple Strudel,1100,False
Dark Chocolate Kougra,1100,False
Lemon Ginger Smoothie,1100,False
Purple Orchid Sugar Cookie,1100,False
Dargil Meat Pastry Roll,1100,False
Lenny Casserole,1100,False
Roseatte Sundae,1100,False
Omelette Turkey,1100,False
Pure Vanilla Biscotti,1100,False
2/3 Tomato Omelette,1100,False
Corn Chowder Soup Bowl,1100,False
Milk Chocolate Buzz,1100,False
Spaghetti A La Kacheek,1100,False
Turkey Croquettes,1100,False
Captain Scarblade Crunch Cereal,1100,False
Air Faerie Gum,1100,False
Green Apple Waffle,1100,False
Pumpkin Chip Surprise,1100,False
Carton of Orange Juice,1100,False
Jelly Roll-Ups,1100,False
Organic Spring Onion,1100,False
Melted Chocolate Heart,1100,False
Large Rasmelon Smoothie,1100,False
Draik Fruit Lollipop,1100,False
Snowberry Krawkade,1100,False
Caramel Apple Mince Pie,1100,False
Peanut Butter Gormball Truffle,11000,False
Lemon Curd Croissant,11000,False
Solar Flare Negg,11000,False
Chocolate Ship Cookie,11000,False
Crypt Crisps,11000,False
Slorg Meatloaf,11000,False
Dark Chocolate Techo,11000,False
Pyramid Pizza,11000,False
Swirly Chocolate Milk,11000,False
Eerie Eggs,11000,False
Belonthiss Roll,11000,False
Petpet Icon Gummies,11000,False
Turkey Monster,11000,False
Flower Nectar,110000,False
Cone-Shaped Orange,110000,False
Spooky Ghostbeef,110000,False
Fancy Pirate Feast,1105,False
Tigersquash Mega,110500,False
Sludge Pie,111,False
Half Yummy Cloud Pizza,1110,False
Holiday Potato,1110,False
Tea Candy,1110,False
Hot Cakes,1110,False
Filling Skeith Steak,1110,False
Peanut Butter Toast,1110,False
Mini Flotsam Cake,1110,False
Fire Loaf,1110,False
Mutant Carrot,1110,False
Buzz Meatloaf,1110,False
Uni Pops,1110,False
Halloween Aisha Fizzbomb,1110,False
White Chocolate Kiko,1110,False
Turkey and Chestnut Dressing,1110,False
Strawberry Larnikin Lollypop,1110,False
Strawberry Lemon Jar Cake,1110,False
Sweet Potato Fizzy Drink,11100,False
Deluxe Chia Cake,11100,False
Fire Cookie,11100,False
Fern Salad,11100,False
Tropical Trail Mix,11100,False
Bubblegum Cybunny,11100,False
Islandberry Tonu Cupcake,11100,False
Mynci Mallows,111000,False
Chocolate Sundae with Ham,112,False
Toasted Pyramibread,112,False
White Chocolate Grarrl Teeth,1120,False
Popcorn Bread Pudding,1120,False
Spinach Pie,1120,False
Cranberry Sauce,1120,False
Starberry Shaved Ice,1120,False
Blue Kougra Cookie Paw,1120,False
Gumball Filled Swiss Roll,1120,False
Chocolate Psellia,1120,False
Thoughtful Darigan Chocolates,1120,False
Wingafruit,1120,False
Tangellasicle,1120,False
Milk Chocolate Eyrie,1120,False
White Chocolate Pear,1120,False
Plain Chocolate Hollow Cybunny,1120,False
Lime,1120,False
Nimmo Bento,1120,False
Twirly Fruit Candy Cane,1120,False
Reject Gold Mote Lolly,1120,False
Small Splime Smoothie,1120,False
Coffee Slushie,1120,False
Orange Leaf Cake,1120,False
Grassy Green Cone,1120,False
Green Apple Nimmo Pad,1120,False
Islandberry Faerie Bubble,1120,False
Lemon Sprinkle Doughnut,1120,False
Iced Chocolate Lupe Cake,1120,False
Corn Horn,1120,False
Nimmo Day Sandwich,1120,False
Tomato Cheesecake,1120,False
Edamame,11200,False
Xrepefruit,11200,False
Spaghetti and Meatballs Pizza,11200,False
Uni Sugar Skull,11200,False
Granola Parfait,11200,False
Air Faerie Munparaberries,11200,False
Pompomberry,11200,False
Super Icy Negg,112000,False
Paint Blob Slushie,112000,False
Magical Strawberry Chia Pop,1120000,False
Deluxe Ice Cream Machine Sundae,1125,False
Half Chilli Deluxe Pizza,1125,False
Lava Burger,112500,False
Asparacone,113,False
Eliv Thade Chips,113,False
Shrimp Cupcake,113,False
Snot-Covered Cookies,113,False
Shishkafruit Jam,1130,False
Jhudora Day Soup,1130,False
Crunchy Snot Birthday Cupcake,1130,False
Glorious Fyora Sundae,1130,False
Blackberry Elephante Sundae,1130,False
Cherry Gummy Mace,1130,False
1/3 Bacon Omelette,1130,False
Snow Mint Tea,1130,False
Dotted Orange Bonbon,1130,False
Plushie Negg,1130,False
Blueberry Neodrops,1130,False
Cheese Covered Pretzel,1130,False
Jelly Peach,1130,False
Lenny Mint Chocolate Chip Ice Cream,1130,False
Joint of Ham,1130,False
Tchea Fruit Slushie,1130,False
Banana Mynci Day Cupcake,1130,False
Bag of Mutant Gummies,1130,False
Sphinx Links,1130,False
Pink Kyrii Candy Floss,1130,False
Holiday Yule Log,1130,False
Chokato Meerca Tail Fruit Tape,1130,False
Cheese Rigamaroll,11300,False
Banango Toffee Apple,11300,False
Moltaran Bak Lava,11300,False
Negg Lasagna,113000,False
Knit Glass Cozy,1135,False
Small Salmon Sherbert Smoothie,1135,False
Lime Berry Darigan Altador Cup Slushie,1135,False
Basket of Peanuts,114,False
Giant Chocolette,114,False
Strawberries and Cream Baby Food,114,False
Tuna Porridge,114,False
Cherimoya,1140,False
Kau Cupcake,1140,False
Large Melman Smoothie,1140,False
Flaming Christmas Pudding,1140,False
Earth Faerie Cereal,1140,False
Melon Chews,1140,False
Esophagor Snack Jar,1140,False
Blueberry Acara Tart,1140,False
Turkey Leg,1140,False
Skeith Fizzy Drink,1140,False
Vegetable Quiggle Sandwich,1140,False
Mystery Food Tube,1140,False
Chocolate Orange Eyrie,1140,False
Thornberry Krawk Tart,1140,False
Krawk Sugar Skull,1140,False
Gwernial Gelert Lollypop,1140,False
Heavy Bark Cheese,1140,False
Paper Negg,1140,False
Raspberry Nimmo Bites,1140,False
Blueberry Juice,1140,False
Uni Veggiewrap,1140,False
1/3 Cheese and Onion Omelette,1140,False
Brogleberry Porridge,1140,False
Kiwi,1140,False
Chocolate Cloud Cookie,1140,False
Lime Tonu Hard Candy,1140,False
Firefish Basket,1140,False
Organic Dark Chocolate,1140,False
Jetsam Witchdoctor Cupcake,11400,False
Chokato Swirl Pretzel,11400,False
Pineapple Rice Bowl,11400,False
Blobbule Snorkle Lollypop,11400,False
1 Asparagus and Leek Sandwich,11400,False
Jalapeno Kacheek Cheese,114000,False
The Blue Chomby Burger,114000,False
Rainbow Vanilla Negg,1140000,False
Lemon Chia Wings,115,False
